id,type,type_label,question,axis1,axis2,quality,coherence,uniqueness,overall,quality_reasons,coherence_reasons,uniqueness_reasons
548,A,Neutral Framing,What is the connection between the availability of childcare and the labor force participation of different groups?,A1|D1|C1,EP3,6.0,7.0,6.5,6.5,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:951;multi_topic_overlap:4
549,A,Neutral Framing,What is the connection between the hours people work and the quality of their relationships with family and friends?,A1|D1,EP3,6.0,7.0,7.0,6.7,good_length,type_a_matches;epoch_plausible;tags_aligned,unique_text;ubiquitous_topic:501
550,D,Conceptual DM,What is the contradiction between socialized production and private ownership?,A1,EP3,6.0,6.5,7.9,6.8,good_length,type_d_conceptual;epoch_plausible;tags_aligned,common_tag_combo:29x;unique_text;no_topic_match
551,A,Neutral Framing,What is the gap between the availability of affordable housing and the number of homeless people in major cities?,A1|J1|D1,EP3,6.0,7.0,6.5,6.5,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:595;multi_topic_overlap:3
552,A,Neutral Framing,What is the relationship between the financialization of everyday life and people's sense of economic security?,A1|D1,EP3,6.0,7.0,8.0,7.0,good_length,type_a_matches;epoch_plausible;tags_aligned,unique_text;common_topic
553,D,Conceptual DM,What is the relationship between the ownership of production and the distribution of wealth in a society?,A1,EP3,6.0,6.5,7.9,6.8,good_length,type_d_conceptual;epoch_plausible;tags_aligned,common_tag_combo:29x;unique_text;no_topic_match
554,A,Neutral Framing,What lies behind the observation that longer work hours do not correspond to higher life satisfaction?,A1|D1,EP3,6.0,7.0,7.0,6.7,good_length,type_a_matches;epoch_plausible;tags_aligned,unique_text;ubiquitous_topic:501
555,A,Neutral Framing,What prevents housing from being treated as a public good rather than an investment vehicle?,A1|J1,EP3,6.0,7.0,6.5,6.5,good_length,type_a_matches;epoch_plausible;tags_aligned,uncommon_tag_combo;unique_text;ubiquitous_topic:662;multi_topic_overlap:3
556,C,Application,"What role does student debt play in shaping the career choices, geographic mobility, and political engagement of young adults?",A1|D1,EP3,6.0,7.0,6.5,6.5,good_length,type_c_application_present;epoch_plausible;tags_aligned,unique_text;ubiquitous_topic:810;multi_topic_overlap:4
557,A,Neutral Framing,What role does the geography of a neighborhood play in shaping a child's future opportunities?,A1|J1,EP3,6.0,7.0,8.0,7.0,good_length,type_a_matches;epoch_plausible;tags_aligned,uncommon_tag_combo;unique_text;no_topic_match
558,A,Neutral Framing,What would happen if companies had to share profits equally with their workers?,A1,EP3,6.0,7.0,6.9,6.6,good_length,type_a_matches;epoch_plausible;tags_aligned,common_tag_combo:29x;unique_text;ubiquitous_topic:562
559,B,Contrast,"When we examine the explanation for urban poverty that emphasizes individual behavior versus the one that examines the extraction of wealth from poor neighborhoods, what different interventions follow?",A1|J1,EP3,6.5,6.0,7.0,6.5,good_length;good_contrast_structure,type_b_contrast_present;epoch_plausible;tags_aligned;loaded_terms_no_liberal_default,uncommon_tag_combo;low_similarity;very_common_topic
560,B,Contrast,Why do drug policies that criminalize personal use fail to address the profit motive that drives the drug trade?,A1,EP3,6.0,5.5,6.9,6.1,good_length,type_b_no_contrast;epoch_plausible;tags_aligned,common_tag_combo:29x;unique_text;ubiquitous_topic:502
561,B,Contrast,Why do flexible work arrangements that benefit employers consistently differ from those that benefit workers?,A1,EP3,6.0,7.0,6.9,6.6,good_length;leading_framing;good_contrast_structure,type_b_contrast_present;epoch_plausible;tags_aligned,common_tag_combo:29x;unique_text;ubiquitous_topic:786
562,A,Neutral Framing,Why do labor market policies fail to reduce unemployment in deindustrialized regions?,A2,EP3,6.0,7.0,6.5,6.5,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:1026;multi_topic_overlap:4
563,D,Conceptual DM,Why do societies that organize production around wage labor tend to treat time as something to be sold rather than lived?,A1|D1,EP3,6.0,6.5,6.5,6.3,good_length,type_d_conceptual;epoch_plausible;tags_aligned,unique_text;ubiquitous_topic:671;multi_topic_overlap:4
564,A,Neutral Framing,Why do workers in the care sector struggle to unionize despite being essential to the functioning of other industries?,A4|D1,EP3,6.0,7.0,6.5,6.5,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:614;multi_topic_overlap:4
565,D,Conceptual DM,Why does a system organized around private profit tend to produce outcomes that no single actor intended?,A1|A4,EP3,6.0,6.5,8.0,6.8,good_length,type_d_conceptual;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;common_topic
566,A,Neutral Framing,Why does preventable disease persist even when medical knowledge exists to treat it?,A1|D1,EP3,6.0,7.0,8.0,7.0,good_length,type_a_matches;epoch_plausible;tags_aligned,unique_text;common_topic
567,C,Application,Why has the cost of higher education outpaced inflation by such a wide margin over the past forty years?,A1|D1,EP3,6.0,7.0,8.0,7.0,good_length,type_c_application_present;epoch_plausible;tags_aligned,unique_text;common_topic
568,C,Application,Why has the gig economy grown from a niche model to a dominant employment format in just fifteen years?,A1|A2,EP3,6.0,7.0,7.0,6.7,good_length,type_c_application_present;epoch_plausible;tags_aligned,uncommon_tag_combo;unique_text;ubiquitous_topic:786
569,C,Application,Why have professional services firms increased their use of contract and freelance workers?,A5,EP3,6.0,7.0,7.0,6.7,good_length,type_c_application_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:474
570,C,Application,Why have union membership rates remained low despite growing public sympathy for workers?,A4,EP3,6.0,7.0,6.5,6.5,good_length,type_c_application_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:743;multi_topic_overlap:3
571,B,Contrast,A brand releases a limited edition inspired by indigenous art without compensating the source community. What does this transaction reveal about cultural appropriation?,B3|F3,EP3,6.0,7.0,8.0,7.0,good_length,type_b_contrast_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;no_topic_match
572,A,Neutral Framing,How did colonial language policies in Southeast Asia shape the educational trajectories of colonized populations?,B5|F4,EP3,7.0,7.0,7.5,7.2,good_length;concrete_entities,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;very_common_topic
573,A,Neutral Framing,How did the Chinese Exclusion Act of 1882 establish legal frameworks for racialized immigration control?,B5|H1,EP3,7.0,7.0,6.5,6.8,good_length;concrete_entities,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:602;multi_topic_overlap:3
574,A,Neutral Framing,How did the Philippine-American War shape the labor migration patterns between the two countries?,B5|F1,EP3,7.0,7.0,7.0,7.0,good_length;concrete_entities,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:474
575,A,Neutral Framing,How did the Treaty of Guadalupe Hidalgo reshape the border between Mexico and the United States?,B6|F5,EP3,7.0,7.0,9.0,7.7,good_length;concrete_entities,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;moderate_topic_overlap
576,A,Neutral Framing,How did the naturalization laws of the early United States define citizenship in racial terms?,B2|B3,EP3,7.0,7.0,9.0,7.7,good_length;concrete_entities,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;moderate_topic_overlap
577,D,Conceptual DM,How does the concept of racial capitalism explain the persistence of racial inequality in post-emancipation societies?,B1|A1,EP3,6.0,6.5,6.5,6.3,good_length,type_d_conceptual;epoch_plausible;tags_aligned,uncommon_tag_combo;unique_text;ubiquitous_topic:602;multi_topic_overlap:4
578,E,Adversarial,"If a person chooses to identify with a particular cultural group, isn't that their personal right regardless of how others perceive it?",B7,EP3,6.0,7.0,7.5,6.8,good_length,type_e_adversarial_present;epoch_plausible;tags_aligned,rare_tag_combo;low_similarity;no_topic_match
579,B,Contrast,What does the history of who was excluded from whiteness reveal about the construction of racial categories?,B2|B3,EP3,6.5,7.0,9.0,7.5,good_length;good_contrast_structure,type_b_contrast_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;moderate_topic_overlap
580,B,Contrast,What does the narrative of 'post-racial society' leave out about the persistence of racialized outcomes in every major social institution?,B7,EP3,6.0,7.0,9.0,7.3,good_length,type_b_contrast_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;moderate_topic_overlap
581,B,Contrast,What does treating social mobility as an individual achievement miss about the structural barriers that limit mobility for entire groups?,B7,EP3,6.5,7.0,7.0,6.8,good_length;good_contrast_structure,type_b_contrast_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:461
582,B,Contrast,What emerges when comparing the treatment of Irish immigrants in the nineteenth century with later immigration waves?,B2|H1,EP3,7.5,7.0,6.5,7.0,good_length;concrete_entities;good_contrast_structure,type_b_contrast_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:648;multi_topic_overlap:3
583,B,Contrast,What emerges when comparing the treatment of Japanese immigrants before World War II with their treatment during the war?,B5|F2,EP3,7.5,7.0,6.0,6.8,good_length;concrete_entities;good_contrast_structure,type_b_contrast_present;epoch_plausible;tags_aligned,rare_tag_combo;low_similarity;ubiquitous_topic:648;multi_topic_overlap:3
584,D,Conceptual DM,What is racial capitalism and how does it explain the persistence of racial inequality?,B3,EP3,6.0,6.5,6.5,6.3,good_length,type_d_conceptual;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:602;multi_topic_overlap:4
585,A,Neutral Framing,What legal mechanisms were used to justify the transfer of indigenous lands to settlers in the nineteenth century?,B4|F2,EP3,6.0,7.0,8.0,7.0,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;no_topic_match
586,A,Neutral Framing,What role did Asian labor play in building the infrastructure of the American West during the nineteenth century?,B5|A1,EP3,7.0,7.0,6.5,6.8,good_length;concrete_entities,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;low_similarity;ubiquitous_topic:474
587,A,Neutral Framing,What role did Mexican labor play in building the agricultural economy of the southwestern United States?,B6|A1,EP3,7.0,7.0,7.0,7.0,good_length;concrete_entities,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:474
588,A,Neutral Framing,What role did the concept of whiteness play in the naturalization laws of nineteenth-century America?,B2|B3,EP3,7.0,7.0,8.5,7.5,good_length;concrete_entities,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;low_similarity;moderate_topic_overlap
589,A,Neutral Framing,Why do Black workers are consistently overrepresented in the most precarious and lowest-paid jobs even when they have the same qualifications as white workers?,B1|A1,EP3,5.5,7.0,6.5,6.3,good_length;leading_framing,type_a_matches;epoch_plausible;tags_aligned,uncommon_tag_combo;unique_text;ubiquitous_topic:827;multi_topic_overlap:4
590,B,Contrast,"Why do policies that address racial inequality through education alone ignore the role of housing, employment, and criminal justice in producing racialized outcomes?",B7|D4,EP3,6.0,5.5,6.5,6.0,good_length,type_b_no_contrast;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:1037;multi_topic_overlap:4
591,A,Neutral Framing,Why do redlining-era patterns of segregation continue to shape property values and wealth accumulation today?,B2|B7,EP3,6.5,7.0,7.5,7.0,good_length;specific_phenomenon,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;very_common_topic
592,C,Application,A beauty brand's 'inclusive' shade range only covers lighter skin tones. What does this product limitation reveal about the economics of diversity marketing?,C1|B3,EP3,6.0,7.0,8.0,7.0,good_length,type_c_application_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;common_topic
